Order ID,Product,Category,Quantity Ordered,Price Each,Order Date,City,Customer ID
c0999c96-9ec1-425a-adee-7ee3728d3fbb,Perfume,Beauty,5,497.97,2025-01-13 22:24:34,Port Richard,489ec240-27d1-44a5-960d-afae376cca4f
be972545-2bdf-4eca-8180-3c08ab6751d9,Tennis Racket,Sports,3,397.76,2025-01-19 02:24:45,Lake Heatherhaven,cf0e0324-7f7a-4bf1-9090-fc0e1c7111ca
9823634f-1eb0-4ca9-ba86-e72217fc07a9,Chair,Home,5,387.74,2025-01-09 14:50:25,New Daniel,f1028c32-f496-4863-8788-7a9bfd644dfb
875cb9fd-0ece-4ed9-9b3d-b4e58a401af2,Yoga Mat,Sports,2,406.39,2025-01-22 01:25:05,Wendybury,049756a6-76ae-403d-aec2-52f616a58f6e
630160fa-094d-46d4-8052-2db59ecc9a4d,Headphones,Electronics,8,498.01,2025-01-11 00:59:34,Lake Christopherfurt,6d77c6ab-0769-4174-ab74-22ce3b4681bf
f476953a-49ef-4a79-b933-b04dae225661,Jacket,Apparel,4,174.81,2025-01-23 09:07:21,West James,7dc41bdf-0ed6-47e5-8ea2-03ac5abca206
13d1480f-e970-47af-8a9b-b9ab23acaf87,Foundation,Beauty,2,291.87,2025-01-17 15:53:34,Lake Jerry,714ea16b-7e35-4a79-b726-12c9150d308f
60d4456d-eb1e-4069-992e-43679b792fb5,Sofa,Home,6,250.33,2025-01-23 13:45:29,Heatherfurt,274388bc-37dc-4595-8555-47c60c7fef63
8f689f72-308e-4d2d-86d7-ab45291fbc38,Jeans,Apparel,2,167.22,2025-01-11 06:58:57,Jenniferland,d79502cd-9b5b-4fe7-be0f-91b67d30bf4b
cd35fefc-e4be-49fb-b92d-a28cb5fbae11,Perfume,Beauty,5,75.56,2025-01-06 20:27:33,Katiemouth,58de947d-fca3-4107-83ca-68f8893d2e34
9844c2b4-19da-4a9b-95e4-cdc79e5a916a,Perfume,Beauty,9,286.87,2025-01-21 08:58:13,Jeffreyland,2c113d63-3f42-491b-9093-e78517159b15
