Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2023-01-03,123.33063507080078,129.07955079083166,122.44314998227297,128.46817802573926,112117500
2023-01-04,124.60270690917969,126.87072372434358,123.34050912530462,125.1253349737568,89113600
2023-01-05,123.28134155273438,125.99309725880703,123.02496279365805,125.36199835089351,80962700
2023-01-06,127.81736755371094,128.4780480462767,123.15315196037015,124.25757880895641,87754700
2023-01-09,128.3400115966797,131.55468474878427,128.08363280615177,128.65556861264022,70790800
2023-01-10,128.9119415283203,129.4345696464241,126.33823803970584,128.44847658636624,63896200
2023-01-11,131.63352966308594,131.65324068500396,128.64566976510943,129.42467643515656,69458900
2023-01-12,131.55465698242188,132.3928269168101,129.61205277186403,132.0181218476768,71379600
2023-01-13,132.88587951660156,133.04365799858422,129.82900042275443,130.19384999657817,57809700
2023-01-17,134.04949951171875,135.38071617959397,132.26467339365607,132.95493555995287,63646600
2023-01-18,133.32965087890625,136.682361304903,133.15214630173037,134.91726132660978,69672800
2023-01-19,133.38882446289062,134.3551915357547,131.90968473956121,132.21537120826198,58280400
2023-01-20,135.95263671875,136.10055969629155,132.3534032973474,133.3986594670003,80223600
2023-01-23,139.1475830078125,141.32685514540398,135.9822178760608,136.19915953850284,81760300
2023-01-24,140.5478057861328,141.169049065949,138.34882305195495,138.35867856319985,66435100
2023-01-25,139.8871307373047,140.44919583129123,136.87954456914778,138.93061947978296,65799300
2023-01-26,141.95791625976562,142.24387653143023,139.9265525935683,141.1788945757265,54105100
2023-01-27,143.90052795410156,145.18245171809102,141.09017225065355,141.16906148730033,70555800
2023-01-30,141.0113067626953,143.52584706043817,140.863398823187,142.9440557695909,64015300
2023-01-31,142.28335571289062,142.3326633733732,140.30131415280843,140.71547141700836,65874500
2023-02-01,143.40748596191406,144.57108343034756,139.35465851027638,141.96779872652098,77663600
2023-02-02,148.72254943847656,149.07752846410273,146.10939403157928,146.82923768896234,118339000
2023-02-03,152.3513641357422,155.19131670929613,145.774125819744,145.97134140477755,154357300
2023-02-06,149.61988830566406,150.97084596204795,148.68310295478358,150.4482178700856,69858300
2023-02-07,152.49925231933594,153.071187974496,148.54502543131906,148.54502543131906,83322600
2023-02-08,149.80722045898438,152.4302309897519,149.06765083879986,151.7399690202295,64120100
2023-02-09,148.7718505859375,152.1837390894266,148.32811173185976,151.64138491373802,56007100
2023-02-10,149.13726806640625,149.46317743221437,147.3694730974516,147.60650220064647,57450700
2023-02-13,151.9420623779297,152.34696638235076,149.04839042017383,149.0780171748983,62199000
2023-02-14,151.30007934570312,151.86301769491905,148.9891025921519,150.233471212628,61707600
2023-02-15,153.40367126464844,153.5715611952289,150.98405804107867,151.21120146838675,65573800
2023-02-16,151.8037872314453,154.39129073768956,151.44825113314346,151.6062554560653,68167900
2023-02-17,150.65814208984375,151.1025583652421,148.97922778858558,150.46062541961737,59144100
2023-02-21,146.63864135742188,149.4236767462983,146.56951728902385,148.33731221810694,58867200
2023-02-22,147.06329345703125,148.09038924690807,145.33499611487431,147.0237810788301,51011300
2023-02-23,147.5471954345703,148.4755403448602,145.41399433616917,148.22864074401951,48394200
2023-02-24,144.89060974121094,145.3646528906462,143.91288161778817,145.28564318748033,55469600
2023-02-27,146.08555603027344,147.32005405148948,145.62138356873174,145.87816880166045,44998500
2023-02-28,145.5819091796875,147.2311969873109,145.0091001993268,145.2263730908277,50547000
2023-03-01,143.50794982910156,145.40413732845008,143.2116672358624,145.0091039171703,55479000
2023-03-02,144.10049438476562,144.89057616376812,142.1154118429578,142.5894699520932,52238100
2023-03-03,149.15701293945312,149.236022634522,145.50290119247913,146.20408774818284,70732300
2023-03-06,151.92230224609375,154.3616721188966,151.55689556759242,151.8827898611123,87558000
2023-03-07,149.71994018554688,152.11979733212814,149.25576768015293,151.79388801539042,56182000
2023-03-08,150.9741668701172,151.5667319547554,149.94707113557456,150.9149133755646,47204800
2023-03-09,148.72247314453125,152.62348469471294,148.36693703717327,151.65564226284476,53833600
2023-03-10,146.65838623046875,149.06812912915592,145.77942411442874,148.3471863994858,68572400
2023-03-13,148.6039581298828,151.2408445051467,145.86830586973156,145.97694231528436,84457100
2023-03-14,150.69766235351562,151.49761478500946,148.23855155589501,149.4039106364519,73695900
2023-03-15,151.09271240234375,151.34948260848185,148.06077752387876,149.31503194180715,77167900
2023-03-16,153.917236328125,154.5196720318581,149.7594399024329,150.27299535550645,76161100
2023-03-17,153.0778045654297,154.79623179656093,152.3667322676899,154.14441301203934,98944600
2023-03-20,155.44801330566406,155.86281797805782,152.23831786199295,153.14692183341302,73641400
2023-03-21,157.3046875,157.4231944974596,154.59866219140062,155.36900288355957,73938300
2023-03-22,155.8726806640625,160.12922799549253,155.85292447362312,157.32445173541882,75701800
2023-03-23,156.9590301513672,159.54654859691777,155.72453196517867,156.86027933820688,67622100
2023-03-24,158.26266479492188,158.35154504613158,155.8924343453171,156.88990343786057,59196500
2023-03-27,156.31710815429688,158.77623413977568,155.91218910395636,157.9565254779494,52390300
2023-03-28,155.69491577148438,156.5245100617194,154.04562789125012,156.0109545619661,45992200
2023-03-29,158.77626037597656,159.05278682932698,157.3738719141104,157.39361303966294,51305700
2023-03-30,160.3465118408203,160.45514829132492,159.27003296644855,159.5268031814781,49501700
2023-03-31,162.85501098632812,162.95377687892702,159.90210067407045,160.42552675181378,68749800
2023-04-03,164.10922241210938,164.22772939647407,162.18340856840544,162.23279150174258,56976200
2023-04-04,163.5759735107422,164.77095946962157,163.06241797980005,164.5339454319251,46278300
2023-04-05,161.7291259765625,163.0031364887197,159.7934413430479,162.6969833628771,51511700
2023-04-06,162.6179962158203,162.91427882271006,159.99098020805553,160.41564039126865,45390100
2023-04-10,160.0205841064453,160.0205841064453,158.09477004106023,159.41814841731897,47716900
2023-04-11,158.8058624267578,160.34651387560373,158.5194503856298,160.33664331436313,47644200
2023-04-12,158.11453247070312,160.05021717246308,157.79849370413785,159.22063801456596,50133100
2023-04-13,163.5068359375,163.74386504702863,159.4181779828813,159.62558033741385,68445600
2023-04-14,163.16114807128906,164.25738296375815,161.78838681581487,162.54882677930067,49386500
2023-04-17,163.18093872070312,163.3389581388287,161.99582322388355,163.04267549723352,41516200
2023-04-18,164.40553283691406,165.33387789076258,163.5956947875371,164.04012619342146,49923000
2023-04-19,165.5511474609375,166.0745734796078,163.4870550672227,163.74384033117565,47720200
2023-04-20,164.58326721191406,165.7881384645981,163.50678857339403,164.0302145194471,52456400
2023-04-21,162.97352600097656,164.38578477260316,162.45009994594136,163.00315275355902,58337300
2023-04-24,163.2796630859375,163.5463189024918,161.85751882372426,162.95375377005053,41949600
2023-04-25,161.739013671875,164.2475072794641,161.69950129216383,163.1414017604714,48714100
2023-04-26,161.7291259765625,163.23027992570658,160.78103984940847,161.03781003602157,45498800
2023-04-27,166.32147216796875,166.4696059197472,163.14140369362494,163.14140369362494,64902300
2023-04-28,167.5757293701172,167.74363439949644,165.79806388046575,166.40049965137717,55275900
2023-05-01,167.48683166503906,168.33616700655767,166.548616072207,167.18067853080987,52472900
2023-05-02,166.44985961914062,168.2374257243008,165.46226102978648,167.98064044655123,48425700
2023-05-03,165.3733673095703,168.80033534118735,165.08697037258037,167.3979472668269,65136000
2023-05-04,163.73394775390625,164.96844587189068,162.27230620168868,162.8451151367803,81235400
2023-05-05,171.41749572753906,172.13843848392673,168.64233101133158,168.85960390825258,113453200
2023-05-08,171.3483428955078,171.6940084046762,169.97558155808977,170.34098818753938,55962800
2023-05-09,169.6398162841797,171.38785496168964,169.47192632998963,170.9039412906591,45326900
2023-05-10,171.40760803222656,171.87178057282452,169.76819076413835,170.87431142683658,53724500
2023-05-11,171.5952606201172,172.4248398461332,170.0348529885771,171.69402651016821,49514700
2023-05-12,170.66561889648438,172.13916641173466,169.11293731632776,171.70401959715826,45533100
2023-05-15,170.17111206054688,171.29853087630417,169.57772738261178,171.24907963807638,37266700
2023-05-16,170.17111206054688,171.2292961247054,169.90408744643617,170.09199309746225,42110300
2023-05-17,170.78427124023438,171.02161304753682,168.5393177403003,169.81509031614996,57951600
2023-05-18,173.11827087402344,173.30617657836305,170.6755268984154,171.0908902546592,65496700
2023-05-19,173.22703552246094,174.44345770293714,173.00946211256743,174.44345770293714,55809500
2023-05-22,172.27760314941406,172.7819846737764,171.53587981631637,172.06002976447343,43570900
2023-05-23,169.66677856445312,171.46670153051892,169.38986966050507,171.2194603598222,50747300
2023-05-24,169.9436798095703,170.51728111058472,168.63825433413288,169.2019563309073,45143500
2023-05-25,171.0810089111328,171.98095531956056,169.79535178285977,170.50740757419857,56058300
2023-05-26,173.4940643310547,173.83032378662378,171.1996741500605,171.40736336995897,54835000
2023-05-30,175.3434295654297,177.01478218217846,174.62148962052487,175.00718521743593,55964400
2023-05-31,175.29397583007812,177.37080753192686,174.80937774220615,175.37309480914308,99625300
2023-06-01,178.10263061523438,178.13229834590607,174.97749886766357,175.73900583250884,68901800
2023-06-02,178.95314025878906,179.77398268262323,177.2817876805341,179.03225923715402,61996900
2023-06-05,177.5982666015625,182.90900173212887,176.07525265044882,180.61461168229852,121946500
2023-06-06,177.23233032226562,178.13227652640924,175.4719596724279,177.98393789122082,64848400
2023-06-07,175.85768127441406,179.21027045240393,175.36319900574063,176.47083445864072,61944600
2023-06-08,178.57733154296875,178.84434109966037,175.50165126625262,175.93678298136524,50214900
2023-06-09,178.9630126953125,180.21898667599456,178.63665261745342,179.49704685610018,48900000
2023-06-12,181.76177978515625,181.8606822718443,178.9729077272824,179.26960009694577,54274900
