study_hours,sleep_hours,prior_test_score,pass_exam
5.993428306022466,5.6496434500512365,27.04759592552599,1
4.72347139765763,6.710962658568964,39.53194766591374,1
6.295377076201385,5.415160158000077,40.2702530806667,1
8.046059712816051,6.384076940721919,47.08945518765108,1
4.531693250553328,4.0,19.497124550787603,0
4.531726086101639,7.426587414745877,48.88850910770996,1
8.158425631014783,7.002410950724449,0.0,1
6.534869458305818,5.365822737863619,30.551731714542846,1
4.061051228130096,8.31849133686481,32.67589236322683,1
6.085120087171929,8.875140275253116,49.499902391068574,1
4.0731646143750755,4.0,40.339462790153036,1
4.068540492859486,5.474550442867572,18.9165541921557,0
5.483924543132068,5.4617153004254035,25.225103112744772,1
1.1734395106844042,5.120193797782271,42.98020014321111,0
1.5501643349739345,8.658949683863497,38.813989872031655,1
3.8754249415180544,6.612347722454393,31.313138355463803,1
2.9743377593311524,6.470970317378779,32.78749315732031,0
5.628494665190548,4.0,50.44251995738934,1
3.1839518489575784,8.270836060418453,32.23461140696178,1
2.175392597329417,4.521483210293055,38.6786313395639,0
7.931297537843108,7.119865260532657,72.54904882120815,1
4.548447399026928,7.554753875916384,18.644760446741156,1
5.1350564093758475,9.721317191677302,12.222359026380122,1
2.1505036275730864,4.382359201761776,51.7538449719791,1
3.9112345509496347,4.0,29.82035408058845,0
5.2218451794197325,7.36769908950739,35.226437083860695,1
2.6980128451553944,10.0,28.28265432803329,1
5.751396036691344,9.477892705878874,36.10299788848731,1
3.79872262016239,7.419318830549251,63.978071681445115,1
4.416612500413446,6.0167276287359055,52.03192687927179,1
3.796586775541206,8.61424519327462,52.93335267830466,1
8.704556369017876,5.0529076005910625,18.756594163110318,1
4.973005550524132,7.952715538712439,22.732693951706963,1
2.8845781420881993,8.010940318333255,0.0,0
6.645089824206378,9.12041981499776,27.85928768375869,1
2.5583127000579555,10.0,54.35054779578488,1
5.4177271900095105,7.784831934357534,47.754197736225564,1
1.0806597522404489,5.9820727485850025,36.67730105571814,0
2.343627902203139,6.9488513756160115,39.665495744229204,0
5.393722471738247,4.0,29.66671686136892,1
6.476933159990821,5.610573737821884,43.07138323602676,1
5.342736562379941,6.181435123773792,51.48817419220922,1
4.768703435223519,5.951823204130815,15.76169818884291,0
4.3977926088214225,7.304709744067444,44.49471531756022,1
2.0429560192651453,5.355160135235598,53.98652306432001,1
3.5603115832105825,9.242061334648943,33.773495665549454,1
4.078722458080425,7.000414129836394,50.51050918180876,1
7.114244452437831,6.981399357722771,82.2198166670883,1
5.687236579136923,6.344210566974164,38.43485810519662,1
1.473919689274532,7.310381367717958,45.89960575007986,1
5.64816793878959,8.65019652933527,28.929143745079127,1
4.229835439167367,5.2657395685782,42.718767439030756,1
3.6461559993880828,5.683767021849487,46.904074374734556,1
6.2233525776817356,6.3925479424466705,42.92263510405207,1
7.061999044991902,4.30825815305357,24.70457020436715,1
6.862560238232398,5.361484280557004,43.09542656988176,1
3.3215649535547227,6.047558252910682,61.932939080764555,1
4.381575248297571,8.748778361425455,46.72953646771791,1
5.662526862807128,7.52512265800385,54.429807836077615,1
6.951090254244718,7.387179822735089,36.444820449810585,1
4.04165152430942,8.701795924335944,51.24850359135566,1
4.628682046672366,6.725256423201206,44.18901757324789,1
2.7873300519879436,7.780929699857779,25.73633905469152,1
2.6075867518386584,6.793556494135007,44.77781507198311,0
6.625051644788396,7.530724698799257,25.124550048395342,1
7.712480057141645,5.834482684776836,30.50679587672812,1
4.855979756839332,4.0,42.83992460938561,1
7.007065795784048,6.731441675627392,44.45866410070186,1
5.723272050095268,9.845496272199881,22.161513023843064,1
3.7097604907897512,8.852430804483184,55.809786567743146,1
5.722791211016828,8.930794969182342,48.580094174507096,1
8.076073132931938,9.472261443612435,29.429073465836744,1
4.928347921780097,7.177315181922875,16.93622805326237,1
8.129287311628012,7.394631414811191,37.82643131377853,1
0.0,5.7646962091313,33.3108442920826,0
6.643805008750448,6.3678542879459,41.69710685579534,1
5.174094136476342,8.231542299542284,34.5532500826665,1
4.401985299068265,9.407768874337632,9.888147088824851,1
5.183521553071005,6.721107448638001,34.17479592548263,1
1.0248621707982144,6.099621470297177,35.415713333975305,0
4.560656224324976,7.001055917713194,49.50491537161088,1
5.7142251430234925,8.20241349785823,29.527004880834255,1
7.955788089483033,4.112290367732916,65.1801201005885,1
3.9634595634527052,4.0,11.325391740223644,0
3.3830127942136246,5.898926301016833,59.667512467039366,1
3.996485912830927,4.558575148171682,36.63521543682843,1
6.830804235404148,5.983719604705378,52.89377308515334,1
5.657502219319369,6.704439362365057,41.197022260881,1
3.9404795924659224,6.093503181953973,57.093333040382035,1
6.026534866226712,9.90493506894149,34.18957053170783,1
5.194155098696081,7.65348952920464,23.520693622332818,1
6.937289981065779,7.600948719221657,61.307564309065945,1
3.5958938122452953,8.244414288086803,38.29779031176788,1
4.3446757068044635,4.722333764438462,43.32337710436316,1
4.215783693735685,9.078223574840537,58.52127871067192,1
2.072970103735763,6.8484714269290805,24.52067136858348,0
5.592240554129152,8.340961234482425,48.93236346458886,1
5.522110544359778,4.856285533919689,31.15157865305664,1
5.010226913284922,4.0,38.01745966533442,1
4.530825733249706,8.635779316050057,41.084184480764335,1
2.1692585158991715,7.752819052195033,17.49667207829596,0
4.158709354469282,5.1958968912849794,28.31744435769348,0
4.314570966946461,5.260673837450611,60.266093386197085,1
3.395445461556762,9.25086956882954,53.29286782877193,1
4.677428576667982,4.621176214265344,39.060406340091475,1
5.8081017136290765,10.0,43.64685187769339,1
8.77237180242106,5.1987585307042625,35.58636241545314,1
5.349155625663678,8.276783851216766,60.34875078741973,1
5.515100781445529,6.3427630485020305,36.994711333087544,1
4.851108168467666,8.206374862164687,43.47763138202272,1
1.162457569401917,5.911771995771614,57.190452162130974,0
4.946972249101567,6.674414187855412,28.339427727311403,1
5.120460419882053,7.081838350791442,63.381837767453405,1
9.926484224970572,4.9956250884370546,17.043078853849348,1
4.615278070437755,8.481648690840252,64.44463196669199,1
5.603094684667225,5.97357286705683,34.40986624072038,1
4.9305764605895135,6.542800169319963,36.359518782620775,1
2.662643924760936,5.011301250782975,11.649847432255857,0
7.285645629030041,4.0,33.17807923933461,1
6.503866065373549,6.617944474799662,24.402902034596735,1
6.582063894086094,10.0,30.88530481939791,1
3.181225090410522,8.569208575796047,37.94033551316681,1
7.805588621872198,6.961479240531211,54.36687421709358,1
2.1962978744154382,6.474218341583464,43.11405027100939,1
6.173714187600541,7.044931785624093,44.615149801016706,1
9.380911251619956,8.09423823035042,23.567209167316566,1
3.0189273497386235,4.63837436938231,26.78868865595905,0
