Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2023-01-02,1175.8896484375,1177.3048023328713,1163.244668797144,1164.066351583663,5316175
2023-01-03,1167.28466796875,1174.565828259546,1163.0621480210023,1170.9366586985077,7658932
2023-01-04,1149.7095947265625,1169.1107276232437,1147.6325061253483,1167.2618507099899,9264891
2023-01-05,1147.6552734375,1157.858025867488,1143.0674942432397,1151.969198619059,13637099
2023-01-06,1158.0863037109375,1163.1306272948216,1149.5955006159752,1153.4072395784428,6349597
2023-01-09,1185.4302978515625,1187.8041821914996,1161.0306065888913,1161.9207528429104,10722753
2023-01-10,1167.9010009765625,1189.6302560157692,1162.240505708343,1189.6302560157692,8047142
2023-01-11,1153.1790771484375,1167.7184566325625,1150.873655990327,1165.2077656913489,11509553
2023-01-12,1128.2769775390625,1156.077627831873,1125.2641003718309,1152.5855061360771,17688773
2023-01-13,1126.451171875,1128.8705782042637,1111.3867843100481,1122.2513519945564,20618583
2023-01-16,1115.723388671875,1131.951774613395,1107.917221092014,1128.7791493112115,13623855
2023-01-17,1131.5638427734375,1133.481062404078,1118.6906511572718,1122.0686670526488,10751000
2023-01-18,1129.692138671875,1137.178689301756,1123.1414974309203,1129.1444306357287,13448286
2023-01-19,1128.4825439453125,1132.6366004638107,1121.4524163802744,1128.8705038207283,11940054
2023-01-20,1115.0615234375,1129.8291140692525,1112.596474928504,1129.8291140692525,14930286
2023-01-23,1109.423828125,1125.8120854761514,1107.0044217374414,1117.960395115449,10954118
2023-01-24,1102.873046875,1115.51790607312,1089.8171651533376,1113.851719292168,16488755
2023-01-25,1087.6258544921875,1102.3022790893294,1086.4618542855478,1101.275205877952,12385018
2023-01-27,1066.992431640625,1089.817223588686,1055.260418546103,1088.4706538388855,25830975
2023-01-30,1077.218017578125,1082.764407064242,1050.3987961919847,1064.4132886312711,21772103
2023-01-31,1074.5245361328125,1089.9541811505658,1068.6585300710096,1087.3749062182637,22691594
2023-02-01,1068.1566162109375,1086.439272024598,1052.224782493373,1086.439272024598,19347800
2023-02-02,1062.244873046875,1071.8540341073915,1054.9637127057106,1058.1591593362568,13662663
2023-02-03,1063.1806640625,1072.3105805967245,1046.7467660021255,1072.3105805967245,24699575
2023-02-06,1055.1690673828125,1059.528634971871,1052.5899131464937,1056.7896118119152,14837879
2023-02-07,1052.635498046875,1062.4501695052957,1046.7466710224398,1055.4201633910932,15135435
2023-02-08,1073.6572265625,1077.2863960062462,1053.137736379797,1055.8766387784026,21160332
2023-02-09,1075.52880859375,1082.284961068636,1065.463103759131,1074.341987106508,13172763
2023-02-10,1066.6728515625,1075.0039060071294,1059.6655455942528,1075.0039060071294,10790445
2023-02-13,1060.6015625,1072.767178094588,1056.1278886860243,1068.2935042806123,10352493
2023-02-14,1085.5946044921875,1087.329254712915,1060.738368480938,1063.6143185684562,14321920
2023-02-15,1110.1768798828125,1112.5735854842064,1083.2664969637603,1084.6358877756606,33503591
2023-02-16,1109.3095703125,1124.7163944448255,1107.0270912647763,1118.1656324865594,17264487
2023-02-17,1113.9429931640625,1117.2754874405753,1100.4306882070916,1104.7217922905263,11809520
2023-02-20,1102.16552734375,1118.3026298698114,1100.2025445254703,1116.13425652598,8836937
2023-02-21,1111.1585693359375,1116.9559918914763,1101.2296696771075,1106.5479683974272,13311592
2023-02-22,1085.9598388671875,1109.2868172204335,1084.2023673241313,1107.4380609994967,11024335
2023-02-23,1080.7557373046875,1093.1953270218976,1077.9483712962124,1085.5490279902117,9851910
2023-02-24,1088.15087890625,1093.834315272933,1080.9839459876737,1082.8098807799356,9434053
2023-02-27,1080.91552734375,1090.8672478016565,1073.543202799622,1087.3750050988056,11199715
2023-02-28,1060.2362060546875,1080.5274845520237,1056.1734344203933,1075.5516247048565,21994038
2023-03-01,1069.982421875,1070.712820002187,1060.5557097259696,1070.0280642112666,11551145
2023-03-02,1061.833984375,1073.5203549354069,1059.802538079039,1066.8326656493814,9333535
2023-03-03,1088.9271240234375,1092.6019362119685,1068.9098180563456,1072.3791189632545,14643807
2023-03-06,1099.5633544921875,1106.8216933590497,1095.5918675399987,1095.5918675399987,10171916
2023-03-08,1103.51220703125,1104.2654263644915,1088.7444955670887,1099.563420263857,15782657
2023-03-09,1076.9896240234375,1103.3066574341256,1075.095225544964,1102.8958764013148,16235128
2023-03-10,1060.3046875,1070.0280749321848,1056.8124450060086,1068.8868957671646,13334091
2023-03-13,1042.8665771484375,1070.0281154160118,1038.5298305140532,1063.1806779260546,12771592
2023-03-14,1038.9635009765625,1052.2018311560978,1035.8136967949142,1040.812257084253,16027522
2023-03-15,1021.2057495117188,1049.1661484530055,1016.800539526596,1042.6839706485123,21728555
2023-03-16,1016.1157836914062,1028.9433330363881,1005.2968594074098,1023.921951504309,18363159
2023-03-17,1014.837646484375,1028.0075129528561,1010.0900587449327,1024.720781814394,34014213
2023-03-20,1004.8631591796875,1013.4224856028961,995.1625932582816,1011.1400066065017,19524589
2023-03-21,1036.1103515625,1038.0733342187905,1012.0529769869939,1012.9431232711898,21400360
2023-03-22,1039.2601318359375,1046.0391051865406,1036.247254791225,1043.0946916431246,10920094
2023-03-23,1026.1131591796875,1036.2016854580306,1023.9447859117854,1035.3343603002547,16249370
2023-03-24,1005.7990112304688,1027.1174243598298,1003.3796050761481,1024.9490510644619,12375945
2023-03-27,1021.4339599609375,1028.9433318287538,1004.383890745215,1012.2812828490338,14054323
2023-03-28,1026.2044677734375,1030.0846702786253,1021.1829653124684,1024.8349561252708,12576424
2023-03-29,1020.133056640625,1024.7436572444662,1009.3597140789179,1022.0959186617868,18804065
2023-03-31,1064.116455078125,1069.7770709600845,1029.2629756900762,1029.3999027039445,28171201
2023-04-03,1064.299072265625,1072.3106311531849,1056.7896998650788,1070.4846960590223,10293043
2023-04-05,1061.74267578125,1071.8540232011114,1053.8453439607506,1071.8540232011114,16262928
2023-04-06,1068.8638916015625,1074.592970502133,1058.2275373074351,1058.2275373074351,18435046
2023-04-10,1061.2861328125,1072.9496819536614,1059.779694186431,1072.7671126043012,12961408
2023-04-11,1066.535888671875,1068.6586196822263,1060.9210357303307,1065.4631729553812,10542367
2023-04-12,1071.23779296875,1080.8925957399235,1063.6599579243734,1066.5357872569193,18179087
2023-04-13,1075.27783203125,1079.9797173840186,1069.1151503508545,1074.1365320735108,12378208
2023-04-17,1080.73291015625,1106.9814803229494,1072.333391852291,1106.9814803229494,17929479
2023-04-18,1068.3619384765625,1085.0925121063174,1061.8111761257844,1085.0925121063174,10405576
2023-04-19,1073.6800537109375,1076.3733137885806,1064.64142217666,1067.768405195298,12273475
2023-04-20,1070.9638671875,1076.8755157885284,1064.595795217696,1074.638679040759,7007330
2023-04-21,1072.310546875,1077.7884724738815,1066.5586465106753,1073.0637661728558,7647317
2023-04-24,1076.4190673828125,1086.8727319946267,1071.8539885727766,1084.1794719407253,12936186
2023-04-25,1084.65869140625,1086.7357798786459,1072.9952636709509,1080.0709122812248,9236126
2023-04-26,1078.290771484375,1089.2467445727555,1074.6159592843226,1086.005534613959,8617834
2023-04-27,1085.115234375,1088.2878596252956,1079.1579437194785,1084.1794457664448,9167125
2023-04-28,1104.949951171875,1106.5021527689444,1087.2607695641375,1087.3748753991613,15565210
2023-05-02,1114.3310546875,1116.4994278601828,1108.4194062766874,1112.1170391794083,12981805
2023-05-03,1104.767333984375,1116.1340858641377,1101.549066588438,1116.1340858641377,7061872
2023-05-04,1117.503662109375,1119.717677582049,1102.2567073883076,1105.2467632974385,8635233
2023-05-05,1114.6505126953125,1123.5978590907398,1112.0257162588239,1114.3081951915199,8746585
2023-05-08,1128.4140625,1133.7778823916174,1115.746261129747,1118.4167001177036,9153782
2023-05-09,1131.9061279296875,1135.2158009724574,1124.4652198090143,1129.8290394334551,6464721
2023-05-10,1139.6895751953125,1141.173192717246,1132.659447469911,1136.6766978121202,10872255
2023-05-11,1132.24853515625,1145.5781493917782,1130.5365853892238,1140.762158669685,10557860
2023-05-12,1134.0972900390625,1135.4896227195354,1121.3838473257679,1127.455243721531,6955341
2023-05-15,1136.334228515625,1143.318592964205,1128.9846046154787,1136.6310244600713,6833343
2023-05-16,1120.1513671875,1141.058816015231,1118.4850597805391,1138.5024831085086,8717229
2023-05-17,1113.5322265625,1125.2641183192468,1108.830341392445,1124.3511508366894,8798967
2023-05-18,1111.1356201171875,1121.6122266625744,1107.9856952056505,1118.2112689036005,10525531
2023-05-19,1114.741943359375,1116.5679991928369,1104.1968724046772,1111.1357155261294,8050447
2023-05-22,1120.6990966796875,1125.720598669704,1110.3595382742935,1111.5691808774143,7434906
2023-05-23,1120.49365234375,1126.6335119735163,1119.0784985578177,1123.2783175836105,6092034
2023-05-24,1113.9656982421875,1124.8075631613845,1110.8615367170432,1116.544972955841,8112254
2023-05-25,1113.828857421875,1117.960213217733,1102.9186489083418,1111.0671339157268,11487863
2023-05-26,1144.208740234375,1145.349919313803,1118.7590340242448,1122.0685861761906,12626260
2023-05-29,1150.6453857421875,1154.9364899661489,1144.5283465169668,1150.8279550929283,10010304
2023-05-30,1150.3486328125,1158.451475420254,1147.7921790871794,1150.645307987406,11342504
2023-05-31,1127.5009765625,1145.7381091276332,1123.4382047768395,1141.2416143873527,27107927
2023-06-01,1124.4652099609375,1134.3484659204855,1122.068625138698,1132.1800927726736,14592692
2023-06-02,1120.7904052734375,1133.412563645759,1118.8731857024297,1128.003101699598,15800644
2023-06-05,1130.8563232421875,1133.8235582589482,1122.274114564264,1126.268543700321,10908682
2023-06-06,1131.8148193359375,1135.6265579862757,1123.8946668621782,1133.6865172838243,7493309
2023-06-07,1140.3970947265625,1141.241598708449,1128.7335456658939,1135.3071289198083,10312545
2023-06-08,1141.081787109375,1148.9335976883083,1137.133121023714,1143.9805586437908,12071109
2023-06-09,1133.001708984375,1145.144501301207,1131.1984746215855,1144.4369244051343,5877018
